@relation abalone-19_vs_10-11-12-13
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
F, 0.655, 0.545, 0.165, 1.6225, 0.6555, 0.299, 0.513, negative
M, 0.645, 0.5, 0.175, 1.5105, 0.6735, 0.3755, 0.3775, negative
M, 0.695, 0.525, 0.175, 1.742, 0.696, 0.389, 0.505, negative
M, 0.765, 0.585, 0.18, 2.398, 1.128, 0.512, 0.5335, negative
F, 0.74, 0.575, 0.22, 2.012, 0.8915, 0.5265, 0.471, negative
M, 0.63, 0.505, 0.175, 1.221, 0.555, 0.252, 0.34, negative
M, 0.63, 0.47, 0.15, 1.1355, 0.539, 0.2325, 0.3115, negative
M, 0.65, 0.51, 0.175, 1.446, 0.6485, 0.2705, 0.45, negative
F, 0.635, 0.51, 0.185, 1.286, 0.526, 0.295, 0.4105, negative
F, 0.61, 0.47, 0.195, 1.2735, 0.469, 0.3315, 0.398, negative
F, 0.645, 0.485, 0.15, 1.151, 0.5935, 0.2315, 0.293, negative
M, 0.645, 0.495, 0.19, 1.539, 0.6115, 0.408, 0.445, negative
F, 0.65, 0.565, 0.2, 1.6645, 0.753, 0.367, 0.43, negative
F, 0.655, 0.515, 0.2, 1.494, 0.7255, 0.309, 0.405, negative
F, 0.67, 0.525, 0.19, 1.527, 0.5755, 0.353, 0.44, negative
F, 0.68, 0.505, 0.17, 1.3435, 0.657, 0.297, 0.355, negative
M, 0.735, 0.59, 0.205, 2.087, 0.909, 0.474, 0.625, negative
F, 0.75, 0.615, 0.205, 2.2635, 0.821, 0.423, 0.726, negative
M, 0.595, 0.47, 0.175, 0.991, 0.382, 0.2395, 0.5, negative
M, 0.65, 0.51, 0.175, 1.3165, 0.6345, 0.2605, 0.364, negative
F, 0.71, 0.53, 0.195, 1.8745, 0.6755, 0.4065, 0.6855, negative
F, 0.49, 0.38, 0.13, 0.539, 0.229, 0.1355, 0.165, negative
F, 0.61, 0.47, 0.16, 1.017, 0.426, 0.2255, 0.32, negative
M, 0.565, 0.45, 0.14, 1.0055, 0.3785, 0.244, 0.265, negative
F, 0.64, 0.505, 0.19, 1.2765, 0.4835, 0.328, 0.4, negative
M, 0.48, 0.38, 0.13, 0.6175, 0.3, 0.142, 0.175, negative
F, 0.575, 0.48, 0.15, 0.8745, 0.375, 0.193, 0.29, negative
F, 0.645, 0.52, 0.19, 1.3105, 0.58, 0.288, 0.37, negative
F, 0.595, 0.465, 0.145, 1.107, 0.402, 0.2415, 0.31, negative
M, 0.46, 0.355, 0.11, 0.415, 0.215, 0.082, 0.13, negative
M, 0.485, 0.385, 0.125, 0.4775, 0.2, 0.0785, 0.17, negative
M, 0.525, 0.415, 0.16, 0.6445, 0.26, 0.1575, 0.22, negative
M, 0.55, 0.46, 0.13, 0.7085, 0.305, 0.1455, 0.205, negative
F, 0.51, 0.395, 0.12, 0.6175, 0.262, 0.122, 0.193, negative
F, 0.565, 0.45, 0.185, 0.9285, 0.302, 0.1805, 0.265, negative
F, 0.48, 0.38, 0.135, 0.507, 0.1915, 0.1365, 0.155, negative
F, 0.395, 0.3, 0.105, 0.3375, 0.1435, 0.0755, 0.098, negative
I, 0.55, 0.415, 0.135, 0.8095, 0.2985, 0.2015, 0.28, negative
I, 0.45, 0.36, 0.125, 0.45, 0.191, 0.0865, 0.145, negative
F, 0.425, 0.325, 0.135, 0.382, 0.1465, 0.079, 0.14, negative
F, 0.585, 0.475, 0.185, 0.8575, 0.3465, 0.1785, 0.275, negative
F, 0.49, 0.39, 0.135, 0.59, 0.215, 0.125, 0.1845, negative
F, 0.48, 0.38, 0.145, 0.59, 0.232, 0.141, 0.23, negative
M, 0.455, 0.345, 0.125, 0.44, 0.169, 0.1065, 0.135, negative
F, 0.475, 0.375, 0.15, 0.559, 0.1955, 0.1215, 0.1945, negative
F, 0.61, 0.48, 0.16, 1.234, 0.598, 0.238, 0.315, negative
M, 0.6, 0.475, 0.16, 1.164, 0.5045, 0.2635, 0.335, negative
F, 0.69, 0.525, 0.19, 1.492, 0.6425, 0.3905, 0.42, negative
M, 0.65, 0.515, 0.185, 1.3745, 0.75, 0.1805, 0.369, negative
F, 0.66, 0.5, 0.155, 1.3765, 0.6485, 0.288, 0.335, negative
M, 0.735, 0.555, 0.22, 2.333, 1.2395, 0.3645, 0.6195, negative
F, 0.64, 0.5, 0.17, 1.12, 0.4955, 0.2645, 0.32, negative
F, 0.595, 0.45, 0.165, 1.081, 0.49, 0.2525, 0.279, negative
M, 0.645, 0.51, 0.19, 1.4865, 0.6445, 0.296, 0.425, negative
M, 0.65, 0.51, 0.175, 1.155, 0.4955, 0.2025, 0.385, negative
F, 0.67, 0.525, 0.195, 1.37, 0.6065, 0.2955, 0.407, negative
F, 0.705, 0.555, 0.195, 1.7525, 0.7105, 0.4215, 0.516, negative
I, 0.62, 0.48, 0.18, 1.1305, 0.5285, 0.2655, 0.306, negative
M, 0.63, 0.49, 0.16, 1.09, 0.407, 0.224, 0.354, negative
M, 0.675, 0.54, 0.175, 1.5545, 0.6645, 0.278, 0.512, negative
M, 0.74, 0.58, 0.205, 2.381, 0.8155, 0.4695, 0.488, negative
M, 0.55, 0.41, 0.15, 0.785, 0.282, 0.186, 0.275, negative
F, 0.565, 0.45, 0.165, 0.9765, 0.322, 0.244, 0.37, negative
F, 0.45, 0.36, 0.11, 0.447, 0.203, 0.082, 0.13, negative
F, 0.525, 0.41, 0.15, 0.708, 0.274, 0.151, 0.25, negative
F, 0.575, 0.45, 0.1, 0.9315, 0.431, 0.222, 0.235, negative
M, 0.62, 0.5, 0.2, 1.221, 0.4605, 0.263, 0.43, negative
M, 0.495, 0.38, 0.135, 0.6295, 0.263, 0.1425, 0.215, negative
F, 0.525, 0.43, 0.125, 0.813, 0.3315, 0.166, 0.1775, negative
M, 0.395, 0.28, 0.08, 0.266, 0.0995, 0.066, 0.09, negative
I, 0.5, 0.38, 0.155, 0.6675, 0.2745, 0.156, 0.18, negative
F, 0.53, 0.4, 0.165, 0.772, 0.2855, 0.1975, 0.23, negative
F, 0.515, 0.395, 0.14, 0.686, 0.281, 0.1255, 0.22, negative
M, 0.72, 0.6, 0.235, 2.2385, 0.984, 0.411, 0.621, negative
M, 0.585, 0.455, 0.155, 1.133, 0.5515, 0.223, 0.305, negative
M, 0.625, 0.5, 0.18, 1.3705, 0.645, 0.303, 0.3705, negative
F, 0.635, 0.5, 0.175, 1.477, 0.684, 0.3005, 0.39, negative
M, 0.5, 0.38, 0.155, 0.5955, 0.2135, 0.161, 0.2, negative
M, 0.605, 0.5, 0.175, 1.098, 0.4765, 0.232, 0.375, negative
M, 0.52, 0.385, 0.115, 0.669, 0.2385, 0.172, 0.205, negative
M, 0.59, 0.46, 0.13, 1.102, 0.455, 0.2055, 0.33, negative
M, 0.765, 0.6, 0.22, 2.302, 1.007, 0.509, 0.6205, negative
M, 0.69, 0.53, 0.21, 1.583, 0.7355, 0.405, 0.3865, negative
M, 0.63, 0.485, 0.145, 1.062, 0.5065, 0.1785, 0.3365, negative
F, 0.62, 0.515, 0.155, 1.3255, 0.6685, 0.2605, 0.335, negative
M, 0.62, 0.48, 0.15, 1.266, 0.6285, 0.2575, 0.309, negative
M, 0.645, 0.5, 0.175, 1.286, 0.5645, 0.288, 0.386, negative
F, 0.74, 0.565, 0.205, 2.119, 0.9655, 0.5185, 0.482, negative
M, 0.53, 0.435, 0.135, 0.7365, 0.3275, 0.1315, 0.22, negative
I, 0.435, 0.335, 0.11, 0.383, 0.1555, 0.0675, 0.135, negative
F, 0.59, 0.455, 0.165, 1.161, 0.38, 0.2455, 0.28, negative
F, 0.72, 0.565, 0.17, 1.613, 0.723, 0.3255, 0.4945, negative
M, 0.745, 0.575, 0.2, 1.884, 0.954, 0.336, 0.495, negative
M, 0.6, 0.45, 0.15, 0.8665, 0.3695, 0.1955, 0.255, negative
M, 0.41, 0.325, 0.12, 0.3745, 0.158, 0.081, 0.125, negative
F, 0.61, 0.48, 0.19, 1.2955, 0.5215, 0.3225, 0.365, negative
F, 0.655, 0.5, 0.14, 1.1705, 0.5405, 0.3175, 0.285, negative
I, 0.375, 0.28, 0.1, 0.2565, 0.1165, 0.0585, 0.0725, negative
M, 0.715, 0.52, 0.18, 1.6, 0.708, 0.3525, 0.445, negative
F, 0.61, 0.49, 0.17, 1.137, 0.4605, 0.2825, 0.344, negative
F, 0.71, 0.555, 0.17, 1.47, 0.5375, 0.38, 0.431, negative
F, 0.56, 0.46, 0.18, 0.97, 0.342, 0.196, 0.355, negative
F, 0.575, 0.45, 0.12, 0.9585, 0.447, 0.169, 0.275, negative
F, 0.705, 0.55, 0.2, 1.7095, 0.633, 0.4115, 0.49, negative
F, 0.595, 0.495, 0.185, 1.285, 0.416, 0.224, 0.485, negative
M, 0.555, 0.425, 0.13, 0.7665, 0.264, 0.168, 0.275, negative
F, 0.605, 0.45, 0.195, 1.098, 0.481, 0.2895, 0.315, negative
M, 0.625, 0.465, 0.14, 1.195, 0.4825, 0.205, 0.4, negative
M, 0.595, 0.465, 0.175, 1.115, 0.4015, 0.254, 0.39, negative
F, 0.58, 0.455, 0.17, 0.9075, 0.374, 0.2135, 0.285, negative
F, 0.575, 0.46, 0.165, 1.124, 0.2985, 0.1785, 0.44, negative
M, 0.605, 0.465, 0.165, 1.056, 0.4215, 0.2475, 0.34, negative
F, 0.605, 0.485, 0.16, 1.222, 0.53, 0.2575, 0.28, negative
M, 0.62, 0.49, 0.19, 1.218, 0.5455, 0.2965, 0.355, negative
M, 0.615, 0.48, 0.18, 1.1595, 0.4845, 0.2165, 0.325, negative
M, 0.5, 0.4, 0.165, 0.825, 0.254, 0.205, 0.285, negative
F, 0.53, 0.435, 0.17, 0.8155, 0.2985, 0.155, 0.275, negative
F, 0.525, 0.415, 0.17, 0.8325, 0.2755, 0.1685, 0.31, negative
M, 0.555, 0.445, 0.135, 0.836, 0.336, 0.1625, 0.275, negative
I, 0.32, 0.245, 0.08, 0.1585, 0.0635, 0.0325, 0.05, negative
M, 0.59, 0.47, 0.18, 1.1235, 0.4205, 0.2805, 0.36, negative
F, 0.59, 0.475, 0.16, 1.1015, 0.4775, 0.2555, 0.295, negative
F, 0.45, 0.36, 0.125, 0.4995, 0.2035, 0.1, 0.17, negative
M, 0.63, 0.515, 0.155, 1.259, 0.4105, 0.197, 0.41, negative
F, 0.54, 0.435, 0.175, 0.892, 0.322, 0.174, 0.335, negative
M, 0.645, 0.515, 0.24, 1.5415, 0.471, 0.369, 0.535, negative
M, 0.62, 0.475, 0.185, 1.325, 0.6045, 0.325, 0.33, negative
M, 0.49, 0.39, 0.14, 0.707, 0.2795, 0.2185, 0.18, negative
M, 0.685, 0.52, 0.15, 1.343, 0.4635, 0.292, 0.4, negative
F, 0.49, 0.39, 0.135, 0.5785, 0.2465, 0.123, 0.2, negative
M, 0.58, 0.45, 0.175, 1.068, 0.425, 0.203, 0.32, negative
I, 0.44, 0.345, 0.1, 0.366, 0.122, 0.0905, 0.12, negative
M, 0.5, 0.415, 0.165, 0.6885, 0.249, 0.138, 0.25, negative
M, 0.565, 0.435, 0.185, 0.9815, 0.329, 0.136, 0.39, negative
M, 0.655, 0.53, 0.195, 1.388, 0.567, 0.2735, 0.41, negative
F, 0.585, 0.465, 0.14, 0.908, 0.381, 0.1615, 0.315, negative
M, 0.58, 0.46, 0.13, 0.921, 0.357, 0.181, 0.29, negative
F, 0.6, 0.505, 0.19, 1.129, 0.4385, 0.256, 0.36, negative
F, 0.46, 0.355, 0.13, 0.458, 0.192, 0.1055, 0.13, negative
I, 0.615, 0.49, 0.155, 0.9885, 0.4145, 0.195, 0.345, negative
I, 0.48, 0.37, 0.12, 0.514, 0.2075, 0.131, 0.155, negative
F, 0.66, 0.53, 0.17, 1.326, 0.519, 0.2625, 0.44, negative
I, 0.52, 0.4, 0.145, 0.66, 0.267, 0.1055, 0.22, negative
I, 0.515, 0.4, 0.12, 0.659, 0.2705, 0.179, 0.17, negative
I, 0.46, 0.355, 0.14, 0.4935, 0.216, 0.133, 0.115, negative
F, 0.55, 0.41, 0.145, 0.8285, 0.3095, 0.1905, 0.25, negative
F, 0.405, 0.31, 0.12, 0.3095, 0.138, 0.058, 0.095, negative
I, 0.51, 0.4, 0.15, 0.745, 0.2865, 0.1675, 0.235, negative
I, 0.575, 0.455, 0.18, 0.8525, 0.3015, 0.1825, 0.3, negative
F, 0.39, 0.3, 0.1, 0.265, 0.1075, 0.06, 0.0865, negative
I, 0.425, 0.345, 0.125, 0.425, 0.16, 0.0795, 0.154, negative
M, 0.415, 0.345, 0.135, 0.3865, 0.128, 0.07, 0.148, negative
F, 0.51, 0.4, 0.13, 0.5735, 0.219, 0.1365, 0.195, negative
M, 0.55, 0.425, 0.155, 0.9175, 0.2775, 0.243, 0.335, negative
F, 0.45, 0.35, 0.145, 0.5425, 0.1765, 0.123, 0.175, negative
F, 0.535, 0.4, 0.15, 0.8045, 0.3345, 0.2125, 0.21, negative
F, 0.43, 0.335, 0.12, 0.444, 0.155, 0.1145, 0.14, negative
M, 0.555, 0.455, 0.16, 1.0575, 0.3925, 0.228, 0.293, negative
M, 0.505, 0.4, 0.125, 0.77, 0.2735, 0.159, 0.255, negative
M, 0.545, 0.42, 0.13, 0.879, 0.374, 0.1695, 0.23, negative
M, 0.505, 0.38, 0.13, 0.656, 0.227, 0.1785, 0.22, negative
F, 0.51, 0.39, 0.105, 0.612, 0.187, 0.15, 0.195, negative
F, 0.605, 0.46, 0.17, 1.122, 0.347, 0.3045, 0.315, negative
F, 0.58, 0.455, 0.165, 1.1365, 0.369, 0.3005, 0.275, negative
M, 0.62, 0.505, 0.185, 1.5275, 0.69, 0.368, 0.35, negative
M, 0.57, 0.44, 0.155, 1.116, 0.4775, 0.2315, 0.27, negative
F, 0.59, 0.445, 0.13, 1.1325, 0.3825, 0.234, 0.32, negative
M, 0.49, 0.38, 0.14, 0.6385, 0.2305, 0.142, 0.195, negative
M, 0.56, 0.41, 0.165, 0.93, 0.3505, 0.237, 0.3, negative
I, 0.515, 0.42, 0.135, 0.711, 0.337, 0.144, 0.205, negative
M, 0.655, 0.535, 0.205, 1.6445, 0.7305, 0.3595, 0.46, negative
M, 0.675, 0.545, 0.185, 1.7375, 0.876, 0.3135, 0.469, negative
F, 0.72, 0.575, 0.17, 1.9335, 0.913, 0.389, 0.51, negative
M, 0.725, 0.575, 0.24, 2.21, 1.351, 0.413, 0.5015, negative
M, 0.575, 0.44, 0.16, 0.9615, 0.483, 0.166, 0.275, negative
M, 0.62, 0.515, 0.175, 1.221, 0.535, 0.241, 0.395, negative
I, 0.635, 0.5, 0.165, 1.489, 0.715, 0.3445, 0.3615, negative
M, 0.675, 0.525, 0.16, 1.2835, 0.572, 0.2755, 0.3545, negative
M, 0.72, 0.55, 0.205, 2.125, 1.1455, 0.4425, 0.511, negative
F, 0.705, 0.545, 0.18, 1.5395, 0.6075, 0.3675, 0.4645, negative
F, 0.65, 0.51, 0.155, 1.189, 0.483, 0.278, 0.3645, negative
M, 0.695, 0.545, 0.185, 1.5715, 0.6645, 0.3835, 0.4505, negative
F, 0.7, 0.575, 0.205, 1.773, 0.605, 0.447, 0.538, negative
M, 0.7, 0.55, 0.195, 1.6245, 0.675, 0.347, 0.535, negative
M, 0.76, 0.605, 0.215, 2.173, 0.801, 0.4915, 0.646, negative
M, 0.62, 0.49, 0.17, 1.2105, 0.5185, 0.2555, 0.335, negative
F, 0.645, 0.5, 0.17, 1.1845, 0.4805, 0.274, 0.355, negative
M, 0.55, 0.43, 0.16, 0.9295, 0.317, 0.1735, 0.355, negative
I, 0.43, 0.325, 0.11, 0.3675, 0.1355, 0.0935, 0.12, negative
F, 0.595, 0.495, 0.235, 1.366, 0.5065, 0.219, 0.52, negative
F, 0.515, 0.415, 0.13, 0.764, 0.276, 0.196, 0.25, negative
F, 0.485, 0.375, 0.145, 0.5885, 0.2385, 0.1155, 0.19, negative
F, 0.625, 0.525, 0.195, 1.352, 0.4505, 0.2445, 0.53, negative
M, 0.59, 0.475, 0.155, 0.857, 0.356, 0.174, 0.28, negative
M, 0.6, 0.48, 0.175, 1.229, 0.4125, 0.2735, 0.415, negative
M, 0.495, 0.415, 0.165, 0.7485, 0.264, 0.134, 0.285, negative
F, 0.59, 0.465, 0.16, 1.1005, 0.506, 0.2525, 0.295, negative
F, 0.62, 0.51, 0.15, 1.456, 0.581, 0.2875, 0.32, negative
F, 0.545, 0.445, 0.175, 0.8525, 0.3465, 0.189, 0.295, negative
F, 0.535, 0.45, 0.135, 0.8075, 0.322, 0.181, 0.25, negative
M, 0.47, 0.375, 0.13, 0.5795, 0.2145, 0.164, 0.195, negative
F, 0.435, 0.35, 0.11, 0.384, 0.143, 0.1005, 0.125, negative
M, 0.535, 0.435, 0.155, 0.8915, 0.3415, 0.177, 0.25, negative
M, 0.515, 0.42, 0.14, 0.769, 0.2505, 0.154, 0.29, negative
M, 0.475, 0.395, 0.135, 0.592, 0.2465, 0.1645, 0.2, negative
M, 0.695, 0.55, 0.22, 1.5515, 0.566, 0.3835, 0.445, negative
F, 0.56, 0.43, 0.125, 0.8025, 0.313, 0.1715, 0.263, negative
M, 0.555, 0.44, 0.135, 0.9025, 0.3805, 0.2105, 0.28, negative
M, 0.575, 0.47, 0.15, 1.1415, 0.4515, 0.204, 0.4, negative
F, 0.645, 0.525, 0.2, 1.449, 0.601, 0.2565, 0.505, negative
I, 0.445, 0.33, 0.1, 0.437, 0.163, 0.0755, 0.17, negative
M, 0.35, 0.255, 0.085, 0.2145, 0.1, 0.0465, 0.06, negative
I, 0.575, 0.45, 0.17, 0.9315, 0.358, 0.2145, 0.26, negative
M, 0.465, 0.355, 0.125, 0.5255, 0.2025, 0.135, 0.145, negative
F, 0.5, 0.385, 0.13, 0.768, 0.2625, 0.095, 0.27, negative
M, 0.54, 0.415, 0.13, 0.8245, 0.272, 0.226, 0.24, negative
M, 0.57, 0.42, 0.155, 1.008, 0.377, 0.193, 0.34, negative
F, 0.52, 0.425, 0.145, 0.7, 0.207, 0.1905, 0.24, negative
F, 0.49, 0.4, 0.145, 0.6635, 0.21, 0.1295, 0.2515, negative
F, 0.675, 0.555, 0.205, 1.925, 0.713, 0.358, 0.4535, negative
F, 0.675, 0.55, 0.175, 1.689, 0.694, 0.371, 0.474, negative
F, 0.69, 0.545, 0.205, 1.933, 0.7855, 0.429, 0.498, negative
F, 0.7, 0.575, 0.205, 1.7975, 0.7295, 0.3935, 0.5165, negative
M, 0.67, 0.51, 0.18, 1.68, 0.926, 0.2975, 0.3935, negative
F, 0.675, 0.55, 0.19, 1.551, 0.7105, 0.3685, 0.412, negative
M, 0.7, 0.55, 0.2, 1.523, 0.693, 0.306, 0.4405, negative
M, 0.7, 0.54, 0.205, 1.74, 0.7885, 0.373, 0.4865, negative
F, 0.605, 0.495, 0.17, 1.0915, 0.4365, 0.2715, 0.335, negative
F, 0.66, 0.525, 0.16, 1.277, 0.4975, 0.319, 0.394, negative
M, 0.72, 0.58, 0.19, 2.0885, 0.9955, 0.478, 0.5305, negative
M, 0.68, 0.54, 0.21, 1.7885, 0.8345, 0.408, 0.437, negative
M, 0.615, 0.49, 0.17, 1.145, 0.4915, 0.208, 0.343, negative
M, 0.71, 0.56, 0.175, 1.724, 0.566, 0.4575, 0.4625, negative
M, 0.55, 0.42, 0.17, 0.8465, 0.336, 0.2405, 0.245, negative
F, 0.645, 0.5, 0.18, 1.2785, 0.5345, 0.2995, 0.345, negative
F, 0.64, 0.475, 0.19, 1.151, 0.4365, 0.281, 0.3805, negative
M, 0.525, 0.405, 0.16, 0.792, 0.316, 0.1455, 0.28, negative
F, 0.67, 0.545, 0.175, 1.707, 0.6995, 0.387, 0.575, negative
M, 0.65, 0.515, 0.18, 1.3315, 0.5665, 0.347, 0.405, negative
F, 0.555, 0.42, 0.14, 0.868, 0.33, 0.243, 0.21, negative
F, 0.45, 0.35, 0.135, 0.56, 0.231, 0.137, 0.145, negative
M, 0.485, 0.41, 0.15, 0.696, 0.2405, 0.1625, 0.265, negative
F, 0.59, 0.485, 0.205, 1.2315, 0.4525, 0.238, 0.42, negative
F, 0.695, 0.55, 0.16, 1.6365, 0.694, 0.3005, 0.44, negative
M, 0.55, 0.435, 0.16, 0.906, 0.342, 0.219, 0.295, negative
F, 0.56, 0.435, 0.125, 0.8775, 0.3345, 0.2145, 0.29, negative
F, 0.625, 0.475, 0.13, 0.8595, 0.3195, 0.1775, 0.24, negative
F, 0.475, 0.375, 0.14, 0.501, 0.192, 0.1175, 0.175, negative
F, 0.58, 0.475, 0.165, 1.0385, 0.414, 0.26, 0.305, negative
F, 0.665, 0.57, 0.185, 1.522, 0.6965, 0.3025, 0.405, negative
M, 0.575, 0.455, 0.185, 1.156, 0.5525, 0.243, 0.295, negative
F, 0.62, 0.5, 0.175, 1.146, 0.477, 0.23, 0.39, negative
F, 0.62, 0.485, 0.165, 1.166, 0.483, 0.238, 0.355, negative
I, 0.575, 0.475, 0.17, 0.967, 0.3775, 0.284, 0.275, negative
I, 0.44, 0.34, 0.125, 0.4895, 0.1735, 0.0875, 0.2, negative
F, 0.455, 0.365, 0.11, 0.385, 0.166, 0.046, 0.1345, negative
I, 0.495, 0.38, 0.145, 0.515, 0.175, 0.098, 0.212, negative
I, 0.49, 0.385, 0.115, 0.683, 0.3265, 0.1615, 0.165, negative
F, 0.51, 0.38, 0.13, 0.584, 0.224, 0.1355, 0.185, negative
I, 0.61, 0.48, 0.165, 1.097, 0.4215, 0.264, 0.335, negative
M, 0.74, 0.535, 0.185, 1.65, 0.734, 0.4505, 0.335, negative
M, 0.545, 0.42, 0.125, 0.9745, 0.353, 0.174, 0.305, negative
M, 0.62, 0.48, 0.16, 1.0765, 0.412, 0.253, 0.3, negative
F, 0.605, 0.45, 0.165, 1.2225, 0.357, 0.202, 0.385, negative
M, 0.71, 0.55, 0.2, 1.9045, 0.882, 0.44, 0.5, negative
M, 0.74, 0.605, 0.2, 2.4925, 1.1455, 0.575, 0.5235, negative
F, 0.735, 0.565, 0.225, 2.037, 0.87, 0.5145, 0.5675, negative
M, 0.64, 0.5, 0.175, 1.273, 0.5065, 0.2925, 0.405, negative
M, 0.65, 0.525, 0.205, 1.4275, 0.69, 0.306, 0.4355, negative
F, 0.695, 0.525, 0.205, 1.8185, 0.819, 0.4025, 0.4525, negative
F, 0.585, 0.42, 0.155, 0.9845, 0.442, 0.2155, 0.2875, negative
F, 0.655, 0.52, 0.175, 1.472, 0.6275, 0.27, 0.45, negative
F, 0.5, 0.4, 0.15, 0.8085, 0.273, 0.112, 0.295, negative
F, 0.595, 0.5, 0.18, 1.053, 0.4405, 0.192, 0.39, negative
I, 0.48, 0.39, 0.15, 0.6275, 0.276, 0.134, 0.185, negative
M, 0.455, 0.355, 0.135, 0.4745, 0.1865, 0.0935, 0.168, negative
I, 0.615, 0.46, 0.19, 1.066, 0.4335, 0.226, 0.33, negative
M, 0.53, 0.425, 0.11, 0.739, 0.237, 0.161, 0.295, negative
M, 0.525, 0.41, 0.165, 0.8005, 0.2635, 0.1985, 0.25, negative
F, 0.525, 0.415, 0.15, 0.7155, 0.2355, 0.171, 0.27, negative
F, 0.53, 0.425, 0.13, 0.717, 0.2115, 0.166, 0.255, negative
F, 0.625, 0.495, 0.16, 1.234, 0.6335, 0.192, 0.35, negative
M, 0.625, 0.47, 0.145, 1.7855, 0.675, 0.247, 0.3245, negative
M, 0.63, 0.53, 0.175, 1.4135, 0.667, 0.2945, 0.3555, negative
M, 0.655, 0.525, 0.18, 1.402, 0.624, 0.2935, 0.365, negative
F, 0.575, 0.46, 0.19, 0.994, 0.392, 0.2425, 0.34, negative
M, 0.675, 0.525, 0.185, 1.587, 0.6935, 0.336, 0.395, negative
M, 0.545, 0.41, 0.14, 0.625, 0.223, 0.16, 0.235, negative
I, 0.605, 0.47, 0.14, 0.939, 0.3385, 0.201, 0.32, negative
I, 0.62, 0.485, 0.18, 1.1785, 0.4675, 0.2655, 0.39, negative
F, 0.67, 0.52, 0.19, 1.32, 0.5235, 0.3095, 0.4275, negative
M, 0.57, 0.415, 0.13, 0.88, 0.4275, 0.1955, 0.238, negative
F, 0.65, 0.515, 0.195, 1.4005, 0.5195, 0.36, 0.44, negative
M, 0.555, 0.43, 0.165, 0.7575, 0.2735, 0.1635, 0.275, negative
M, 0.6, 0.485, 0.175, 1.2675, 0.4995, 0.2815, 0.38, negative
F, 0.72, 0.575, 0.215, 2.226, 0.8955, 0.405, 0.62, negative
F, 0.67, 0.52, 0.15, 1.406, 0.519, 0.348, 0.37, negative
M, 0.69, 0.515, 0.18, 1.8445, 0.9815, 0.4655, 0.341, negative
M, 0.535, 0.405, 0.175, 1.2705, 0.548, 0.3265, 0.337, negative
F, 0.475, 0.35, 0.115, 0.487, 0.194, 0.1455, 0.125, negative
M, 0.515, 0.4, 0.125, 0.955, 0.341, 0.2535, 0.26, negative
M, 0.455, 0.345, 0.15, 0.5795, 0.1685, 0.125, 0.215, negative
M, 0.695, 0.58, 0.2, 1.8995, 0.675, 0.478, 0.5295, negative
F, 0.475, 0.4, 0.115, 0.541, 0.186, 0.1025, 0.21, negative
F, 0.465, 0.39, 0.11, 0.6355, 0.1815, 0.157, 0.225, negative
F, 0.655, 0.5, 0.22, 1.359, 0.642, 0.3255, 0.405, negative
